interval_start_timestamp,channel_name,channel_id,listeners,communicators
2024-12-02T00:00:00+00:00,正在耍廢,1137218241622704250,0,0
2024-12-02T00:00:00+00:00,點我新增語音頻道,1283291137809059903,0,1
2024-12-02T00:00:00+00:00,普通語音頻道,1283293086956392512,51,42
2024-12-02T00:00:00+00:00,掛機頻道,1283294002178953246,0,0
2024-12-02T00:00:00+00:00,test,1313170094310031520,0,1
2024-12-02T00:00:00+00:00,furiren_.的小天地,1313423683892674661,0,0
